,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,album_name,release_date,album_id
0,0.707,0.795,2,-5.452,1,0.0478,0.00945,9.61e-06,0.0678,0.244,96.996,audio_features,5ikFGOKtCdl9YC2xJh9hho,spotify:track:5ikFGOKtCdl9YC2xJh9hho,https://api.spotify.com/v1/tracks/5ikFGOKtCdl9YC2xJh9hho,https://api.spotify.com/v1/audio-analysis/5ikFGOKtCdl9YC2xJh9hho,225430,4,Yo,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
1,0.481,0.723,1,-6.148,1,0.139,0.00608,0.0,0.103,0.778,126.864,audio_features,2AjJOaMegLG5U7CkDzs4Wx,spotify:track:2AjJOaMegLG5U7CkDzs4Wx,https://api.spotify.com/v1/tracks/2AjJOaMegLG5U7CkDzs4Wx,https://api.spotify.com/v1/audio-analysis/2AjJOaMegLG5U7CkDzs4Wx,219283,4,İllallah,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
2,0.778,0.865,9,-5.233,0,0.188,0.0587,0.0,0.809,0.631,95.061,audio_features,7p5nZwHTujgtzJW90dr2aV,spotify:track:7p5nZwHTujgtzJW90dr2aV,https://api.spotify.com/v1/tracks/7p5nZwHTujgtzJW90dr2aV,https://api.spotify.com/v1/audio-analysis/7p5nZwHTujgtzJW90dr2aV,178318,4,Olay,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
3,0.66,0.854,1,-4.397,0,0.0562,0.153,0.0,0.377,0.553,99.915,audio_features,0tUu5krJnjTs3ebdeHP3uL,spotify:track:0tUu5krJnjTs3ebdeHP3uL,https://api.spotify.com/v1/tracks/0tUu5krJnjTs3ebdeHP3uL,https://api.spotify.com/v1/audio-analysis/0tUu5krJnjTs3ebdeHP3uL,194927,4,Şerbetli,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
4,0.699,0.703,2,-5.412,1,0.0376,0.00325,0.000785,0.203,0.721,96.014,audio_features,611rMkMHYTBQ2dYoUubI72,spotify:track:611rMkMHYTBQ2dYoUubI72,https://api.spotify.com/v1/tracks/611rMkMHYTBQ2dYoUubI72,https://api.spotify.com/v1/audio-analysis/611rMkMHYTBQ2dYoUubI72,213974,4,Müteşekkir,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
5,0.694,0.783,0,-4.873,0,0.046,0.182,1.93e-06,0.302,0.76,89.997,audio_features,7gZPZBBz0QIWmL9SzXVDr2,spotify:track:7gZPZBBz0QIWmL9SzXVDr2,https://api.spotify.com/v1/tracks/7gZPZBBz0QIWmL9SzXVDr2,https://api.spotify.com/v1/audio-analysis/7gZPZBBz0QIWmL9SzXVDr2,230941,4,Darmaduman,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
6,0.812,0.721,1,-6.308,1,0.0723,0.0451,4.98e-06,0.0649,0.834,127.997,audio_features,7fuxikcGdQvTkEhpqMszEl,spotify:track:7fuxikcGdQvTkEhpqMszEl,https://api.spotify.com/v1/tracks/7fuxikcGdQvTkEhpqMszEl,https://api.spotify.com/v1/audio-analysis/7fuxikcGdQvTkEhpqMszEl,167243,4,Ayrılık Töreni,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
7,0.736,0.861,7,-5.741,0,0.0408,0.1,0.0,0.177,0.712,91.995,audio_features,4MVAUrmcOYan8fLq3s4lJo,spotify:track:4MVAUrmcOYan8fLq3s4lJo,https://api.spotify.com/v1/tracks/4MVAUrmcOYan8fLq3s4lJo,https://api.spotify.com/v1/audio-analysis/4MVAUrmcOYan8fLq3s4lJo,203957,4,Kalpte Savaş,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
8,0.5,0.615,11,-7.766,0,0.0353,0.452,0.0,0.219,0.21,114.893,audio_features,5HyYef5m9Wc5whKWotxIFY,spotify:track:5HyYef5m9Wc5whKWotxIFY,https://api.spotify.com/v1/tracks/5HyYef5m9Wc5whKWotxIFY,https://api.spotify.com/v1/audio-analysis/5HyYef5m9Wc5whKWotxIFY,290164,4,Çınar,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
9,0.542,0.823,1,-5.97,0,0.129,0.114,3.63e-06,0.196,0.838,180.009,audio_features,4IlGlHi6WEpzcn3FckNs3u,spotify:track:4IlGlHi6WEpzcn3FckNs3u,https://api.spotify.com/v1/tracks/4IlGlHi6WEpzcn3FckNs3u,https://api.spotify.com/v1/audio-analysis/4IlGlHi6WEpzcn3FckNs3u,196337,4,Enseyi Karartma,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
10,0.674,0.587,10,-5.987,0,0.0721,0.0343,3.74e-06,0.235,0.543,130.022,audio_features,4QlGKfjA4QruOMslIhGrHU,spotify:track:4QlGKfjA4QruOMslIhGrHU,https://api.spotify.com/v1/tracks/4QlGKfjA4QruOMslIhGrHU,https://api.spotify.com/v1/audio-analysis/4QlGKfjA4QruOMslIhGrHU,200948,4,Sorma Gitsin,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
11,0.436,0.667,4,-6.345,0,0.0665,0.0338,7.94e-06,0.357,0.42,79.113,audio_features,4FvwMVB5UiIarlwnr5lACm,spotify:track:4FvwMVB5UiIarlwnr5lACm,https://api.spotify.com/v1/tracks/4FvwMVB5UiIarlwnr5lACm,https://api.spotify.com/v1/audio-analysis/4FvwMVB5UiIarlwnr5lACm,225588,4,Vatanımsın,Kuantum 51,2024-06-14,7jra0F6rSOJ36HIsTmwFfC
12,0.676,0.913,7,-5.251,1,0.0538,0.00422,2.24e-06,0.0752,0.658,120.002,audio_features,116Gt4SVIeGy1pDoWnKhNv,spotify:track:116Gt4SVIeGy1pDoWnKhNv,https://api.spotify.com/v1/tracks/116Gt4SVIeGy1pDoWnKhNv,https://api.spotify.com/v1/audio-analysis/116Gt4SVIeGy1pDoWnKhNv,285857,4,Yolla,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
13,0.685,0.838,10,-4.432,0,0.0349,0.000935,3.39e-06,0.226,0.305,102.012,audio_features,24r6X1UwmoFzH6PJ2sBWjz,spotify:track:24r6X1UwmoFzH6PJ2sBWjz,https://api.spotify.com/v1/tracks/24r6X1UwmoFzH6PJ2sBWjz,https://api.spotify.com/v1/audio-analysis/24r6X1UwmoFzH6PJ2sBWjz,252797,4,Çay Simit,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
14,0.648,0.556,10,-7.474,0,0.0322,0.157,0.0,0.178,0.395,118.011,audio_features,5LGjqcA3cQ4pDU61bsWeKv,spotify:track:5LGjqcA3cQ4pDU61bsWeKv,https://api.spotify.com/v1/tracks/5LGjqcA3cQ4pDU61bsWeKv,https://api.spotify.com/v1/audio-analysis/5LGjqcA3cQ4pDU61bsWeKv,257219,3,Beni Çok Sev,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
15,0.724,0.754,5,-4.824,0,0.0658,0.000496,0.0,0.114,0.728,140.049,audio_features,6C1bVEAGItpajD7G20TP7V,spotify:track:6C1bVEAGItpajD7G20TP7V,https://api.spotify.com/v1/tracks/6C1bVEAGItpajD7G20TP7V,https://api.spotify.com/v1/audio-analysis/6C1bVEAGItpajD7G20TP7V,231620,4,Ben Senin,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
16,0.743,0.871,4,-6.087,0,0.0617,0.000986,0.012,0.177,0.57,121.988,audio_features,6ebbA9Sh6eOunW7H7iMjIs,spotify:track:6ebbA9Sh6eOunW7H7iMjIs,https://api.spotify.com/v1/tracks/6ebbA9Sh6eOunW7H7iMjIs,https://api.spotify.com/v1/audio-analysis/6ebbA9Sh6eOunW7H7iMjIs,273307,4,Çok Ağladım,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
17,0.707,0.641,7,-6.605,0,0.0315,0.0391,1.42e-06,0.143,0.343,110.016,audio_features,5Duwgj7S9FKU20sagj0OYz,spotify:track:5Duwgj7S9FKU20sagj0OYz,https://api.spotify.com/v1/tracks/5Duwgj7S9FKU20sagj0OYz,https://api.spotify.com/v1/audio-analysis/5Duwgj7S9FKU20sagj0OYz,337996,4,Her Şey Fani,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
18,0.699,0.898,7,-4.477,1,0.0584,0.0147,4.18e-06,0.239,0.568,98.03,audio_features,0hil4gewNlswjxUKVojcxG,spotify:track:0hil4gewNlswjxUKVojcxG,https://api.spotify.com/v1/tracks/0hil4gewNlswjxUKVojcxG,https://api.spotify.com/v1/audio-analysis/0hil4gewNlswjxUKVojcxG,249007,4,Kedi Gibi,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
19,0.65,0.843,2,-4.93,1,0.0877,0.000873,0.0,0.175,0.672,164.058,audio_features,6sooCbQWJfA1vq5BOl5bGK,spotify:track:6sooCbQWJfA1vq5BOl5bGK,https://api.spotify.com/v1/tracks/6sooCbQWJfA1vq5BOl5bGK,https://api.spotify.com/v1/audio-analysis/6sooCbQWJfA1vq5BOl5bGK,259718,4,Hodri Meydan,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
20,0.588,0.733,4,-6.733,0,0.0295,0.0249,0.00056,0.407,0.304,90.015,audio_features,18EF9A6zf5MSQcicPLiqBQ,spotify:track:18EF9A6zf5MSQcicPLiqBQ,https://api.spotify.com/v1/tracks/18EF9A6zf5MSQcicPLiqBQ,https://api.spotify.com/v1/audio-analysis/18EF9A6zf5MSQcicPLiqBQ,356534,4,Biz Çocukken,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
21,0.641,0.768,1,-5.698,0,0.0324,0.00188,0.0,0.113,0.551,135.008,audio_features,36HKnRpIr3RGf6P56Qw7Kd,spotify:track:36HKnRpIr3RGf6P56Qw7Kd,https://api.spotify.com/v1/tracks/36HKnRpIr3RGf6P56Qw7Kd,https://api.spotify.com/v1/audio-analysis/36HKnRpIr3RGf6P56Qw7Kd,254299,4,Bal Küpü,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
22,0.679,0.713,0,-5.71,0,0.027,0.0562,1.24e-06,0.311,0.647,115.028,audio_features,1aqy692FH9pTQzYOQl8Xzy,spotify:track:1aqy692FH9pTQzYOQl8Xzy,https://api.spotify.com/v1/tracks/1aqy692FH9pTQzYOQl8Xzy,https://api.spotify.com/v1/audio-analysis/1aqy692FH9pTQzYOQl8Xzy,256048,4,Acımasız,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
23,0.758,0.875,9,-3.709,0,0.0736,0.00812,1.55e-05,0.0472,0.91,115.013,audio_features,4D0W4n4TLb1i4kSjvIa2AN,spotify:track:4D0W4n4TLb1i4kSjvIa2AN,https://api.spotify.com/v1/tracks/4D0W4n4TLb1i4kSjvIa2AN,https://api.spotify.com/v1/audio-analysis/4D0W4n4TLb1i4kSjvIa2AN,280508,4,Sevdam Tek Nefes,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
24,0.494,0.381,2,-9.526,0,0.0375,0.561,0.0,0.185,0.197,100.888,audio_features,0Qnzztb0bv1L5f5s3k8lwj,spotify:track:0Qnzztb0bv1L5f5s3k8lwj,https://api.spotify.com/v1/tracks/0Qnzztb0bv1L5f5s3k8lwj,https://api.spotify.com/v1/audio-analysis/0Qnzztb0bv1L5f5s3k8lwj,249371,3,O Sevişmeler,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
25,0.483,0.563,6,-7.955,0,0.0326,0.189,0.0,0.187,0.228,151.845,audio_features,0jqHNoFkdOfrMQdIlc31nA,spotify:track:0jqHNoFkdOfrMQdIlc31nA,https://api.spotify.com/v1/tracks/0jqHNoFkdOfrMQdIlc31nA,https://api.spotify.com/v1/audio-analysis/0jqHNoFkdOfrMQdIlc31nA,296148,4,Affedin Bizi Çocuklar,10,2017-06-15,6Mwibfl7sYZCgVr3vmligb
26,0.481,0.528,0,-6.049,1,0.0299,0.521,0.0,0.367,0.342,127.935,audio_features,6IjMtFCIgnrxE54RDfZOCU,spotify:track:6IjMtFCIgnrxE54RDfZOCU,https://api.spotify.com/v1/tracks/6IjMtFCIgnrxE54RDfZOCU,https://api.spotify.com/v1/audio-analysis/6IjMtFCIgnrxE54RDfZOCU,308403,4,Rindlerin Akşamı - Dönülmez Akşamın Ufkundayız,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
27,0.507,0.721,0,-5.692,1,0.0283,0.309,0.0,0.315,0.493,108.023,audio_features,1LQmYFGbcIdRDWENKqjsuQ,spotify:track:1LQmYFGbcIdRDWENKqjsuQ,https://api.spotify.com/v1/tracks/1LQmYFGbcIdRDWENKqjsuQ,https://api.spotify.com/v1/audio-analysis/1LQmYFGbcIdRDWENKqjsuQ,203100,5,Olmaz İlaç Sine-i Sad Pareme,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
28,0.647,0.898,1,-5.045,1,0.0664,0.0292,0.0,0.383,0.507,120.062,audio_features,277zlSIxpePK0xpak3MPBT,spotify:track:277zlSIxpePK0xpak3MPBT,https://api.spotify.com/v1/tracks/277zlSIxpePK0xpak3MPBT,https://api.spotify.com/v1/audio-analysis/277zlSIxpePK0xpak3MPBT,209996,4,Söyleme Bilmesinler,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
29,0.483,0.707,10,-5.569,0,0.0321,0.18,2.68e-06,0.345,0.447,90.989,audio_features,7qfuJ2DGAKi553vlDO99Vu,spotify:track:7qfuJ2DGAKi553vlDO99Vu,https://api.spotify.com/v1/tracks/7qfuJ2DGAKi553vlDO99Vu,https://api.spotify.com/v1/audio-analysis/7qfuJ2DGAKi553vlDO99Vu,192098,4,Enginde Yavaş Yavaş,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
30,0.366,0.749,10,-4.651,0,0.0499,0.0683,0.0,0.128,0.401,162.791,audio_features,5CetU52YM4c08oy3n1mxOA,spotify:track:5CetU52YM4c08oy3n1mxOA,https://api.spotify.com/v1/tracks/5CetU52YM4c08oy3n1mxOA,https://api.spotify.com/v1/audio-analysis/5CetU52YM4c08oy3n1mxOA,294863,3,Nasıl Geçti Habersiz,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
31,0.655,0.943,9,-5.759,0,0.0606,0.00226,4.54e-05,0.18,0.471,133.059,audio_features,2cID16MofSZmVdJuTP22c8,spotify:track:2cID16MofSZmVdJuTP22c8,https://api.spotify.com/v1/tracks/2cID16MofSZmVdJuTP22c8,https://api.spotify.com/v1/audio-analysis/2cID16MofSZmVdJuTP22c8,210874,4,Kadehinde Zehir Olsa,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
32,0.409,0.725,9,-5.49,0,0.0426,0.1,0.0,0.447,0.446,153.669,audio_features,5DK1BbBdGfRm3e3OaP9MtD,spotify:track:5DK1BbBdGfRm3e3OaP9MtD,https://api.spotify.com/v1/tracks/5DK1BbBdGfRm3e3OaP9MtD,https://api.spotify.com/v1/audio-analysis/5DK1BbBdGfRm3e3OaP9MtD,218065,3,Veda Busesi,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
33,0.367,0.702,3,-5.253,1,0.041,0.221,0.0,0.384,0.448,159.731,audio_features,6r231K5aUDv5tiA1dXYa3r,spotify:track:6r231K5aUDv5tiA1dXYa3r,https://api.spotify.com/v1/tracks/6r231K5aUDv5tiA1dXYa3r,https://api.spotify.com/v1/audio-analysis/6r231K5aUDv5tiA1dXYa3r,234932,5,Sevmekten Kim Usanır,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
34,0.554,0.869,10,-6.347,0,0.0508,0.0151,0.0,0.377,0.771,144.897,audio_features,20R2HHdOWhgEcvhu7xcBDH,spotify:track:20R2HHdOWhgEcvhu7xcBDH,https://api.spotify.com/v1/tracks/20R2HHdOWhgEcvhu7xcBDH,https://api.spotify.com/v1/audio-analysis/20R2HHdOWhgEcvhu7xcBDH,270211,3,Aşk Bu Değil mi,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
35,0.642,0.856,3,-6.001,1,0.0526,0.234,3.25e-05,0.16,0.59,108.109,audio_features,2eHNLDLeFcHmd6vu8t3XWg,spotify:track:2eHNLDLeFcHmd6vu8t3XWg,https://api.spotify.com/v1/tracks/2eHNLDLeFcHmd6vu8t3XWg,https://api.spotify.com/v1/audio-analysis/2eHNLDLeFcHmd6vu8t3XWg,225103,4,Islak Daha Islak Öp Beni,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
36,0.569,0.641,1,-6.56,1,0.035,0.354,0.000137,0.297,0.276,121.903,audio_features,2YWHanCmJIIwX33UgZhrnq,spotify:track:2YWHanCmJIIwX33UgZhrnq,https://api.spotify.com/v1/tracks/2YWHanCmJIIwX33UgZhrnq,https://api.spotify.com/v1/audio-analysis/2YWHanCmJIIwX33UgZhrnq,176808,4,Akşam Oldu Hüzünlendim Ben Yine,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
37,0.657,0.855,8,-5.868,0,0.0479,0.0814,0.0,0.366,0.613,90.008,audio_features,1Tk0S8MRmeAtXryY9uWwdE,spotify:track:1Tk0S8MRmeAtXryY9uWwdE,https://api.spotify.com/v1/tracks/1Tk0S8MRmeAtXryY9uWwdE,https://api.spotify.com/v1/audio-analysis/1Tk0S8MRmeAtXryY9uWwdE,199362,4,Zeytin Gözlüm,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
38,0.453,0.939,1,-4.89,1,0.248,0.00637,2.89e-05,0.922,0.49,154.01,audio_features,5nHNoRq8Y6ftaqWowjIaf8,spotify:track:5nHNoRq8Y6ftaqWowjIaf8,https://api.spotify.com/v1/tracks/5nHNoRq8Y6ftaqWowjIaf8,https://api.spotify.com/v1/audio-analysis/5nHNoRq8Y6ftaqWowjIaf8,243968,3,Kara Bulutları Kaldır Aradan,Ahde Vefa,2016-03-11,767AndGBd6Mlr46C0GYlYK
39,0.695,0.898,4,-3.601,0,0.0486,0.0244,0.0,0.278,0.608,129.988,audio_features,435jLWpa59gZju0ls9wUW6,spotify:track:435jLWpa59gZju0ls9wUW6,https://api.spotify.com/v1/tracks/435jLWpa59gZju0ls9wUW6,https://api.spotify.com/v1/audio-analysis/435jLWpa59gZju0ls9wUW6,307252,4,Sevdanın Son Vuruşu,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
40,0.736,0.802,0,-3.653,1,0.191,0.187,0.0,0.0747,0.769,123.02,audio_features,0HkUwb2pX7RiBuWp1hhbhH,spotify:track:0HkUwb2pX7RiBuWp1hhbhH,https://api.spotify.com/v1/tracks/0HkUwb2pX7RiBuWp1hhbhH,https://api.spotify.com/v1/audio-analysis/0HkUwb2pX7RiBuWp1hhbhH,271047,4,Acımayacak,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
41,0.668,0.799,5,-6.815,0,0.0361,0.251,1.17e-06,0.216,0.638,93.018,audio_features,1eEDk34w7rv598OaB60BCJ,spotify:track:1eEDk34w7rv598OaB60BCJ,https://api.spotify.com/v1/tracks/1eEDk34w7rv598OaB60BCJ,https://api.spotify.com/v1/audio-analysis/1eEDk34w7rv598OaB60BCJ,255660,4,İşim Olmaz,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
42,0.625,0.851,11,-5.568,0,0.118,0.167,0.0,0.0859,0.694,157.983,audio_features,28HfMGS4q1b1KnkvOV49uz,spotify:track:28HfMGS4q1b1KnkvOV49uz,https://api.spotify.com/v1/tracks/28HfMGS4q1b1KnkvOV49uz,https://api.spotify.com/v1/audio-analysis/28HfMGS4q1b1KnkvOV49uz,297247,4,Kayıp,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
43,0.783,0.749,1,-4.348,1,0.114,0.0393,0.0,0.0523,0.801,129.98,audio_features,0OFivfe4fC4QR20TzMVbfM,spotify:track:0OFivfe4fC4QR20TzMVbfM,https://api.spotify.com/v1/tracks/0OFivfe4fC4QR20TzMVbfM,https://api.spotify.com/v1/audio-analysis/0OFivfe4fC4QR20TzMVbfM,227187,4,Öp,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
44,0.745,0.913,6,-3.362,0,0.0494,0.449,0.0,0.586,0.759,118.032,audio_features,4gXX2ayvtMf4Tc5DCSHFTH,spotify:track:4gXX2ayvtMf4Tc5DCSHFTH,https://api.spotify.com/v1/tracks/4gXX2ayvtMf4Tc5DCSHFTH,https://api.spotify.com/v1/audio-analysis/4gXX2ayvtMf4Tc5DCSHFTH,312268,4,Adımı Kalbine Yaz,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
45,0.772,0.454,0,-8.53,1,0.0985,0.0448,0.00942,0.101,0.521,100.011,audio_features,761pcUFqyEwCzOS5k4v14m,spotify:track:761pcUFqyEwCzOS5k4v14m,https://api.spotify.com/v1/tracks/761pcUFqyEwCzOS5k4v14m,https://api.spotify.com/v1/audio-analysis/761pcUFqyEwCzOS5k4v14m,265247,4,Sen Çoktan Gitmişsin,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
46,0.71,0.754,9,-7.355,1,0.0544,0.0368,0.00284,0.0888,0.509,103.004,audio_features,4GhnxwYwBwwTTCEUPeiRTg,spotify:track:4GhnxwYwBwwTTCEUPeiRTg,https://api.spotify.com/v1/tracks/4GhnxwYwBwwTTCEUPeiRTg,https://api.spotify.com/v1/audio-analysis/4GhnxwYwBwwTTCEUPeiRTg,208379,4,Usta - Çırak,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
47,0.672,0.85,11,-4.982,0,0.0847,0.0207,0.00189,0.0879,0.311,128.001,audio_features,2IZ2OlQnVcjVoRAv0Ze1xr,spotify:track:2IZ2OlQnVcjVoRAv0Ze1xr,https://api.spotify.com/v1/tracks/2IZ2OlQnVcjVoRAv0Ze1xr,https://api.spotify.com/v1/audio-analysis/2IZ2OlQnVcjVoRAv0Ze1xr,298710,4,Acımayacak - Gürcell Club Mix,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
48,0.688,0.942,6,-3.551,0,0.0659,0.0792,1.35e-06,0.307,0.732,125.017,audio_features,61un8jkud8zGn0NLYmIG8f,spotify:track:61un8jkud8zGn0NLYmIG8f,https://api.spotify.com/v1/tracks/61un8jkud8zGn0NLYmIG8f,https://api.spotify.com/v1/audio-analysis/61un8jkud8zGn0NLYmIG8f,261329,4,Adımı Kalbine Yaz - Ozinga Club Mix,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
49,0.66,0.796,4,-4.359,0,0.0421,0.0847,0.000407,0.334,0.665,130.02,audio_features,739L0a95AUMhEJ0SoCZPtG,spotify:track:739L0a95AUMhEJ0SoCZPtG,https://api.spotify.com/v1/tracks/739L0a95AUMhEJ0SoCZPtG,https://api.spotify.com/v1/audio-analysis/739L0a95AUMhEJ0SoCZPtG,320522,4,Sevdanın Son Vuruşu - Suat Ateşdağlı Mix,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
50,0.708,0.856,5,-3.33,0,0.063,0.0439,5.03e-06,0.22,0.439,130.017,audio_features,7xdSog7XmHxBZQuKOBjV25,spotify:track:7xdSog7XmHxBZQuKOBjV25,https://api.spotify.com/v1/tracks/7xdSog7XmHxBZQuKOBjV25,https://api.spotify.com/v1/audio-analysis/7xdSog7XmHxBZQuKOBjV25,307409,4,Öp - Gürcell Club Mix,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
51,0.696,0.898,4,-4.519,0,0.0577,0.00407,0.329,0.346,0.6,130.002,audio_features,2Mxs1zELpPpt4O6eTtfE0c,spotify:track:2Mxs1zELpPpt4O6eTtfE0c,https://api.spotify.com/v1/tracks/2Mxs1zELpPpt4O6eTtfE0c,https://api.spotify.com/v1/audio-analysis/2Mxs1zELpPpt4O6eTtfE0c,583497,4,Sevdanın Son Vuruşu - Kivanch K Mix,Adımı Kalbine Yaz,2010-07-12,402pJl8YIMRu8gdvtPSKBR
52,0.551,0.829,4,-7.306,0,0.0696,0.000291,0.146,0.111,0.293,137.999,audio_features,4q4lOjPiDZVgQj0lDTI2po,spotify:track:4q4lOjPiDZVgQj0lDTI2po,https://api.spotify.com/v1/tracks/4q4lOjPiDZVgQj0lDTI2po,https://api.spotify.com/v1/audio-analysis/4q4lOjPiDZVgQj0lDTI2po,691096,4,Pare Pare - Tiesto Remix,Metamorfoz Remixes,2008-07-28,3kfxGMNTGXj2rUm1x015FC
53,0.766,0.722,3,-7.581,0,0.0424,0.000199,0.463,0.127,0.218,128.004,audio_features,5xdN2Bx201VvAWgByFdoXf,spotify:track:5xdN2Bx201VvAWgByFdoXf,https://api.spotify.com/v1/tracks/5xdN2Bx201VvAWgByFdoXf,https://api.spotify.com/v1/audio-analysis/5xdN2Bx201VvAWgByFdoXf,349283,4,Vay Anam Vay - Electrofied Remix,Metamorfoz Remixes,2008-07-28,3kfxGMNTGXj2rUm1x015FC
54,0.665,0.994,3,-3.825,0,0.0561,0.00884,0.000997,0.321,0.882,125.003,audio_features,3xU3ukt7PNp3cnPeAddyEd,spotify:track:3xU3ukt7PNp3cnPeAddyEd,https://api.spotify.com/v1/tracks/3xU3ukt7PNp3cnPeAddyEd,https://api.spotify.com/v1/audio-analysis/3xU3ukt7PNp3cnPeAddyEd,250018,4,Arada Bir - Be Funkee Remix,Metamorfoz Remixes,2008-07-28,3kfxGMNTGXj2rUm1x015FC
