,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name,album_name,release_date,album_id
111,0.742,0.943,9,-7.448,0,0.0797,0.0232,0.00901,0.234,0.874,127.966,audio_features,1gpL2sv0jPmSRJWEwdTc6Q,spotify:track:1gpL2sv0jPmSRJWEwdTc6Q,https://api.spotify.com/v1/tracks/1gpL2sv0jPmSRJWEwdTc6Q,https://api.spotify.com/v1/audio-analysis/1gpL2sv0jPmSRJWEwdTc6Q,217525,4,Hüp (İlterocktive Mix),Hüp (Remix),2001-12-07,65mRgbebDQ3Y6uzeLyN5PA
112,0.72,0.884,7,-7.022,1,0.11,0.0109,0.05,0.396,0.513,132.014,audio_features,5rRkUt0cOBTdzh2IWxm4t4,spotify:track:5rRkUt0cOBTdzh2IWxm4t4,https://api.spotify.com/v1/tracks/5rRkUt0cOBTdzh2IWxm4t4,https://api.spotify.com/v1/audio-analysis/5rRkUt0cOBTdzh2IWxm4t4,447913,4,Hüp (Kıvanch K Mix),Hüp (Remix),2001-12-07,65mRgbebDQ3Y6uzeLyN5PA
113,0.72,0.903,9,-8.563,0,0.0516,0.2,0.00061,0.301,0.868,111.947,audio_features,1pwT7xNHdCX6EznvWFB8KN,spotify:track:1pwT7xNHdCX6EznvWFB8KN,https://api.spotify.com/v1/tracks/1pwT7xNHdCX6EznvWFB8KN,https://api.spotify.com/v1/audio-analysis/1pwT7xNHdCX6EznvWFB8KN,220961,4,Hüp (Orjinal Versiyon),Hüp (Remix),2001-12-07,65mRgbebDQ3Y6uzeLyN5PA
114,0.739,0.847,4,-10.774,0,0.0671,0.0303,0.119,0.0715,0.529,119.999,audio_features,43H09DnlVUsJetBjowdlEa,spotify:track:43H09DnlVUsJetBjowdlEa,https://api.spotify.com/v1/tracks/43H09DnlVUsJetBjowdlEa,https://api.spotify.com/v1/audio-analysis/43H09DnlVUsJetBjowdlEa,290157,4,Hüp (Ozan Doğulu Mix),Hüp (Remix),2001-12-07,65mRgbebDQ3Y6uzeLyN5PA
115,0.702,0.874,4,-8.655,0,0.052,0.0232,0.00517,0.0552,0.703,93.913,audio_features,5EgYSnOYYnIEd74hxuGOTE,spotify:track:5EgYSnOYYnIEd74hxuGOTE,https://api.spotify.com/v1/tracks/5EgYSnOYYnIEd74hxuGOTE,https://api.spotify.com/v1/audio-analysis/5EgYSnOYYnIEd74hxuGOTE,233200,4,Kuzu Kuzu,Kuzu Kuzu,2001-01-25,32fmr8WaoHl7XJXnlzyVyX
116,0.629,0.931,4,-8.508,0,0.0562,0.0847,0.212,0.266,0.658,93.997,audio_features,2Cmv5zEDvUKPswpir2Oo9l,spotify:track:2Cmv5zEDvUKPswpir2Oo9l,https://api.spotify.com/v1/tracks/2Cmv5zEDvUKPswpir2Oo9l,https://api.spotify.com/v1/audio-analysis/2Cmv5zEDvUKPswpir2Oo9l,345227,4,Kuzu Kuzu (D Evrim Mix),Kuzu Kuzu,2001-01-25,32fmr8WaoHl7XJXnlzyVyX
117,0.782,0.725,4,-8.677,0,0.0675,0.000689,0.123,0.0493,0.575,125.025,audio_features,290wSwap7fAmf6GvYLeSTy,spotify:track:290wSwap7fAmf6GvYLeSTy,https://api.spotify.com/v1/tracks/290wSwap7fAmf6GvYLeSTy,https://api.spotify.com/v1/audio-analysis/290wSwap7fAmf6GvYLeSTy,515493,4,Kuzu Kuzu (Kıvanç Mix),Kuzu Kuzu,2001-01-25,32fmr8WaoHl7XJXnlzyVyX
118,0.65,0.804,4,-9.351,0,0.0452,0.00285,0.485,0.15,0.621,139.994,audio_features,2e3FvMLBKtne8xo1Bw9TWQ,spotify:track:2e3FvMLBKtne8xo1Bw9TWQ,https://api.spotify.com/v1/tracks/2e3FvMLBKtne8xo1Bw9TWQ,https://api.spotify.com/v1/audio-analysis/2e3FvMLBKtne8xo1Bw9TWQ,523667,4,Kuzu Kuzu (Ozinga Mix),Kuzu Kuzu,2001-01-25,32fmr8WaoHl7XJXnlzyVyX
119,0.623,0.827,4,-7.378,0,0.155,0.374,0.0,0.0864,0.784,187.94,audio_features,6dcCXXpoqvumthffl42A4t,spotify:track:6dcCXXpoqvumthffl42A4t,https://api.spotify.com/v1/tracks/6dcCXXpoqvumthffl42A4t,https://api.spotify.com/v1/audio-analysis/6dcCXXpoqvumthffl42A4t,218933,4,Kuzu Kuzu (Akustik Version),Kuzu Kuzu,2001-01-25,32fmr8WaoHl7XJXnlzyVyX
120,0.562,0.631,6,-12.081,0,0.0552,0.0177,1.01e-06,0.337,0.647,92.832,audio_features,02AO4xUN8MszyC1j4UpNkr,spotify:track:02AO4xUN8MszyC1j4UpNkr,https://api.spotify.com/v1/tracks/02AO4xUN8MszyC1j4UpNkr,https://api.spotify.com/v1/audio-analysis/02AO4xUN8MszyC1j4UpNkr,262246,4,Aşk,Karma,2001,11KfFiHZxXiBoEq52HAsJi
121,0.685,0.763,11,-6.54,0,0.0839,0.00443,0.000164,0.217,0.418,90.01,audio_features,0oVnsgyHclNnGeEb4hRoYO,spotify:track:0oVnsgyHclNnGeEb4hRoYO,https://api.spotify.com/v1/tracks/0oVnsgyHclNnGeEb4hRoYO,https://api.spotify.com/v1/audio-analysis/0oVnsgyHclNnGeEb4hRoYO,260714,4,Ay,Karma,2001,11KfFiHZxXiBoEq52HAsJi
122,0.705,0.883,4,-8.351,0,0.0508,0.0223,0.00834,0.0526,0.73,93.909,audio_features,3ajYmPDtB3P7JTPQ64Dr7P,spotify:track:3ajYmPDtB3P7JTPQ64Dr7P,https://api.spotify.com/v1/tracks/3ajYmPDtB3P7JTPQ64Dr7P,https://api.spotify.com/v1/audio-analysis/3ajYmPDtB3P7JTPQ64Dr7P,233639,4,Kuzu Kuzu,Karma,2001,11KfFiHZxXiBoEq52HAsJi
123,0.352,0.55,8,-10.967,0,0.0555,0.331,0.00111,0.347,0.495,167.664,audio_features,3nGNWLIX8lu2Dfcdfm2ZNg,spotify:track:3nGNWLIX8lu2Dfcdfm2ZNg,https://api.spotify.com/v1/tracks/3nGNWLIX8lu2Dfcdfm2ZNg,https://api.spotify.com/v1/audio-analysis/3nGNWLIX8lu2Dfcdfm2ZNg,282726,4,Gitti Gideli,Karma,2001,11KfFiHZxXiBoEq52HAsJi
124,0.609,0.889,2,-9.267,0,0.035,0.00827,0.00182,0.0949,0.314,129.861,audio_features,14CP0shsQP6XpWsbJv44Ol,spotify:track:14CP0shsQP6XpWsbJv44Ol,https://api.spotify.com/v1/tracks/14CP0shsQP6XpWsbJv44Ol,https://api.spotify.com/v1/audio-analysis/14CP0shsQP6XpWsbJv44Ol,296726,4,Uzak,Karma,2001,11KfFiHZxXiBoEq52HAsJi
125,0.629,0.412,10,-12.853,0,0.0462,0.0758,6.9e-05,0.177,0.294,135.746,audio_features,6EuN9cqrFJmbyGY3XkP8Hr,spotify:track:6EuN9cqrFJmbyGY3XkP8Hr,https://api.spotify.com/v1/tracks/6EuN9cqrFJmbyGY3XkP8Hr,https://api.spotify.com/v1/audio-analysis/6EuN9cqrFJmbyGY3XkP8Hr,192354,4,Yandım,Karma,2001,11KfFiHZxXiBoEq52HAsJi
126,0.606,0.325,9,-14.018,0,0.0415,0.536,0.0,0.106,0.331,133.892,audio_features,6CX5BhKWCy6xSFWMYGCuPs,spotify:track:6CX5BhKWCy6xSFWMYGCuPs,https://api.spotify.com/v1/tracks/6CX5BhKWCy6xSFWMYGCuPs,https://api.spotify.com/v1/audio-analysis/6CX5BhKWCy6xSFWMYGCuPs,203918,3,O'na Sor,Karma,2001,11KfFiHZxXiBoEq52HAsJi
127,0.727,0.916,9,-7.671,0,0.0527,0.123,0.000319,0.312,0.888,111.981,audio_features,0ZoWRdF0aj5nigXXJZFrNb,spotify:track:0ZoWRdF0aj5nigXXJZFrNb,https://api.spotify.com/v1/tracks/0ZoWRdF0aj5nigXXJZFrNb,https://api.spotify.com/v1/audio-analysis/0ZoWRdF0aj5nigXXJZFrNb,219521,4,Hüp,Karma,2001,11KfFiHZxXiBoEq52HAsJi
128,0.729,0.788,10,-8.301,0,0.0714,0.0352,3.15e-05,0.0969,0.722,91.923,audio_features,0ZJKPGKFJQM9riXJ8TOyiO,spotify:track:0ZJKPGKFJQM9riXJ8TOyiO,https://api.spotify.com/v1/tracks/0ZJKPGKFJQM9riXJ8TOyiO,https://api.spotify.com/v1/audio-analysis/0ZJKPGKFJQM9riXJ8TOyiO,256070,4,Sen Başkasın,Karma,2001,11KfFiHZxXiBoEq52HAsJi
129,0.704,0.782,10,-8.978,0,0.0912,0.0164,1.18e-05,0.0809,0.818,92.843,audio_features,4tDCRZOOyDtWcprhFRXDGG,spotify:track:4tDCRZOOyDtWcprhFRXDGG,https://api.spotify.com/v1/tracks/4tDCRZOOyDtWcprhFRXDGG,https://api.spotify.com/v1/audio-analysis/4tDCRZOOyDtWcprhFRXDGG,264243,4,Taş,Karma,2001,11KfFiHZxXiBoEq52HAsJi
130,0.901,0.81,5,-6.004,0,0.0322,0.252,0.000341,0.0995,0.964,117.901,audio_features,0j4RViMe3bybhRBcYEOWce,spotify:track:0j4RViMe3bybhRBcYEOWce,https://api.spotify.com/v1/tracks/0j4RViMe3bybhRBcYEOWce,https://api.spotify.com/v1/audio-analysis/0j4RViMe3bybhRBcYEOWce,210141,4,Her Nerdeysen,Karma,2001,11KfFiHZxXiBoEq52HAsJi
131,0.614,0.573,5,-10.602,0,0.0424,0.0772,0.00011,0.0873,0.248,127.721,audio_features,0QI33PwGy8T8zhBNaTuLt7,spotify:track:0QI33PwGy8T8zhBNaTuLt7,https://api.spotify.com/v1/tracks/0QI33PwGy8T8zhBNaTuLt7,https://api.spotify.com/v1/audio-analysis/0QI33PwGy8T8zhBNaTuLt7,296287,4,Verme,Karma,2001,11KfFiHZxXiBoEq52HAsJi
132,0.775,0.818,7,-8.687,1,0.164,0.0518,0.0,0.114,0.826,97.06,audio_features,6vEL7E8TGzrxuxbrgdlkLL,spotify:track:6vEL7E8TGzrxuxbrgdlkLL,https://api.spotify.com/v1/tracks/6vEL7E8TGzrxuxbrgdlkLL,https://api.spotify.com/v1/audio-analysis/6vEL7E8TGzrxuxbrgdlkLL,235218,3,Şımarık,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
133,0.527,0.681,2,-8.819,0,0.0809,0.388,0.0,0.121,0.602,152.024,audio_features,4EUlFconZYgyS1zLuefhLI,spotify:track:4EUlFconZYgyS1zLuefhLI,https://api.spotify.com/v1/tracks/4EUlFconZYgyS1zLuefhLI,https://api.spotify.com/v1/audio-analysis/4EUlFconZYgyS1zLuefhLI,282819,4,İkimizin Yerine,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
134,0.753,0.926,9,-8.485,1,0.103,0.00718,2.28e-06,0.0407,0.79,92.015,audio_features,6nAgxB5x7vlGVVIoWpCwaM,spotify:track:6nAgxB5x7vlGVVIoWpCwaM,https://api.spotify.com/v1/tracks/6nAgxB5x7vlGVVIoWpCwaM,https://api.spotify.com/v1/audio-analysis/6nAgxB5x7vlGVVIoWpCwaM,246457,4,Ölürüm Sana,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
135,0.649,0.807,3,-9.757,0,0.135,0.0613,5.05e-06,0.0648,0.761,171.997,audio_features,4PGsEvmwfJwNJJcsw9aaav,spotify:track:4PGsEvmwfJwNJJcsw9aaav,https://api.spotify.com/v1/tracks/4PGsEvmwfJwNJJcsw9aaav,https://api.spotify.com/v1/audio-analysis/4PGsEvmwfJwNJJcsw9aaav,236054,4,Salına Salına Sinsice,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
136,0.621,0.529,2,-13.468,0,0.0815,0.108,0.00461,0.135,0.489,140.077,audio_features,3k5ciq1BfMW0LiJ9DUhZl8,spotify:track:3k5ciq1BfMW0LiJ9DUhZl8,https://api.spotify.com/v1/tracks/3k5ciq1BfMW0LiJ9DUhZl8,https://api.spotify.com/v1/audio-analysis/3k5ciq1BfMW0LiJ9DUhZl8,230342,4,Gecenin Ürkek Kanatlarında,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
137,0.654,0.747,3,-9.995,0,0.0333,0.000193,0.000617,0.0679,0.412,125.127,audio_features,1969tYmpanCgepRPfF7eTv,spotify:track:1969tYmpanCgepRPfF7eTv,https://api.spotify.com/v1/tracks/1969tYmpanCgepRPfF7eTv,https://api.spotify.com/v1/audio-analysis/1969tYmpanCgepRPfF7eTv,323454,4,Kır Zincirleri,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
138,0.59,0.557,5,-10.858,0,0.0496,0.584,4.28e-06,0.0873,0.388,139.986,audio_features,3kBdY82CtGF2aDBGaNK0NP,spotify:track:3kBdY82CtGF2aDBGaNK0NP,https://api.spotify.com/v1/tracks/3kBdY82CtGF2aDBGaNK0NP,https://api.spotify.com/v1/audio-analysis/3kBdY82CtGF2aDBGaNK0NP,339011,4,İnci Tanem,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
139,0.698,0.828,1,-6.083,0,0.0733,0.208,2.24e-06,0.0535,0.746,131.951,audio_features,1LvzuAvYXMX4vO8KWlvID4,spotify:track:1LvzuAvYXMX4vO8KWlvID4,https://api.spotify.com/v1/tracks/1LvzuAvYXMX4vO8KWlvID4,https://api.spotify.com/v1/audio-analysis/1LvzuAvYXMX4vO8KWlvID4,251890,4,Başına Bela Olurum,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
140,0.576,0.78,6,-8.464,1,0.0714,0.0172,1.82e-06,0.0424,0.702,169.921,audio_features,3R65zQiKcu5yXbreuyiz6c,spotify:track:3R65zQiKcu5yXbreuyiz6c,https://api.spotify.com/v1/tracks/3R65zQiKcu5yXbreuyiz6c,https://api.spotify.com/v1/audio-analysis/3R65zQiKcu5yXbreuyiz6c,328144,4,Unut Beni,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
141,0.672,0.865,2,-6.108,1,0.0523,0.121,1.13e-06,0.0761,0.952,145.983,audio_features,01KPtVGQTVobXGfjl6Pj29,spotify:track:01KPtVGQTVobXGfjl6Pj29,https://api.spotify.com/v1/tracks/01KPtVGQTVobXGfjl6Pj29,https://api.spotify.com/v1/audio-analysis/01KPtVGQTVobXGfjl6Pj29,223515,4,Delikanlı Çağlarım,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
142,0.261,0.208,0,-13.48,0,0.0337,0.68,9.01e-06,0.1,0.12,73.645,audio_features,5z9S7z6fozf7pCXdlcGhiF,spotify:track:5z9S7z6fozf7pCXdlcGhiF,https://api.spotify.com/v1/tracks/5z9S7z6fozf7pCXdlcGhiF,https://api.spotify.com/v1/audio-analysis/5z9S7z6fozf7pCXdlcGhiF,322061,4,Beni Anlama,Ölürüm Sana,1997,6ebdbUXZn5AURKeRNXqiay
143,0.818,0.661,6,-12.029,0,0.0672,0.0563,2.48e-05,0.0514,0.876,91.005,audio_features,72QQfTR5KfRJbVxaDrSmWO,spotify:track:72QQfTR5KfRJbVxaDrSmWO,https://api.spotify.com/v1/tracks/72QQfTR5KfRJbVxaDrSmWO,https://api.spotify.com/v1/audio-analysis/72QQfTR5KfRJbVxaDrSmWO,232014,4,Hepsi Senin Mi?,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
144,0.38,0.462,2,-14.249,0,0.105,0.651,0.0,0.0856,0.568,175.984,audio_features,5CWooAhSbc6YaPrA6sNidV,spotify:track:5CWooAhSbc6YaPrA6sNidV,https://api.spotify.com/v1/tracks/5CWooAhSbc6YaPrA6sNidV,https://api.spotify.com/v1/audio-analysis/5CWooAhSbc6YaPrA6sNidV,285931,4,Dön Bebeğim,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
145,0.739,0.466,5,-12.414,0,0.049,0.121,7.57e-05,0.0846,0.687,126.015,audio_features,6LyaBN8hOVQfeFdmJvcx5e,spotify:track:6LyaBN8hOVQfeFdmJvcx5e,https://api.spotify.com/v1/tracks/6LyaBN8hOVQfeFdmJvcx5e,https://api.spotify.com/v1/audio-analysis/6LyaBN8hOVQfeFdmJvcx5e,313794,4,Şeytan Azapta,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
146,0.528,0.184,11,-22.911,0,0.0357,0.462,7.39e-05,0.341,0.191,104.933,audio_features,2pRzWwuzJAOe37MSNNIa6q,spotify:track:2pRzWwuzJAOe37MSNNIa6q,https://api.spotify.com/v1/tracks/2pRzWwuzJAOe37MSNNIa6q,https://api.spotify.com/v1/audio-analysis/2pRzWwuzJAOe37MSNNIa6q,323408,4,Bekle,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
147,0.559,0.695,10,-14.846,0,0.0651,0.123,0.0,0.0535,0.537,95.957,audio_features,0sCxx5ypw4DBjf0ScTA2En,spotify:track:0sCxx5ypw4DBjf0ScTA2En,https://api.spotify.com/v1/tracks/0sCxx5ypw4DBjf0ScTA2En,https://api.spotify.com/v1/audio-analysis/0sCxx5ypw4DBjf0ScTA2En,249615,4,Eyvah,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
148,0.652,0.706,11,-13.407,0,0.0436,0.0158,0.0,0.0843,0.892,91.024,audio_features,1tiIKelgeYVi1KcylVnZdq,spotify:track:1tiIKelgeYVi1KcylVnZdq,https://api.spotify.com/v1/tracks/1tiIKelgeYVi1KcylVnZdq,https://api.spotify.com/v1/audio-analysis/1tiIKelgeYVi1KcylVnZdq,235172,4,Kış Güneşi,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
149,0.466,0.315,0,-15.206,0,0.0901,0.645,0.0,0.0463,0.386,137.462,audio_features,5ICjVGmMFFiN52QoLo1H8U,spotify:track:5ICjVGmMFFiN52QoLo1H8U,https://api.spotify.com/v1/tracks/5ICjVGmMFFiN52QoLo1H8U,https://api.spotify.com/v1/audio-analysis/5ICjVGmMFFiN52QoLo1H8U,322014,4,Unutmamalı,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
150,0.67,0.64,7,-12.749,1,0.0312,0.104,0.0,0.14,0.965,150.034,audio_features,2v57dbjigdKRh7MY6ME3WB,spotify:track:2v57dbjigdKRh7MY6ME3WB,https://api.spotify.com/v1/tracks/2v57dbjigdKRh7MY6ME3WB,https://api.spotify.com/v1/audio-analysis/2v57dbjigdKRh7MY6ME3WB,249475,4,Gül Döktüm Yollarına,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
151,0.416,0.385,7,-13.509,0,0.162,0.609,0.0,0.096,0.525,189.616,audio_features,3yAoizL2puLvPxckwBiwEl,spotify:track:3yAoizL2puLvPxckwBiwEl,https://api.spotify.com/v1/tracks/3yAoizL2puLvPxckwBiwEl,https://api.spotify.com/v1/audio-analysis/3yAoizL2puLvPxckwBiwEl,213716,4,Durum Beter,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
152,0.533,0.167,6,-16.514,0,0.0314,0.813,2e-05,0.194,0.309,98.041,audio_features,31YrgRb0mxOl56oFrrocQB,spotify:track:31YrgRb0mxOl56oFrrocQB,https://api.spotify.com/v1/tracks/31YrgRb0mxOl56oFrrocQB,https://api.spotify.com/v1/audio-analysis/31YrgRb0mxOl56oFrrocQB,277664,5,Gitme,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
153,0.666,0.701,8,-15.536,1,0.0404,0.0246,0.00061,0.136,0.669,108.023,audio_features,2LvrEuuIKQQJwKOrlaJ1os,spotify:track:2LvrEuuIKQQJwKOrlaJ1os,https://api.spotify.com/v1/tracks/2LvrEuuIKQQJwKOrlaJ1os,https://api.spotify.com/v1/audio-analysis/2LvrEuuIKQQJwKOrlaJ1os,317417,4,Seviş Benimle,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
154,0.524,0.507,5,-15.19,1,0.0377,0.00213,6.11e-06,0.0347,0.33,145.97,audio_features,2X8W9NOPJkIljvMFLlpOuE,spotify:track:2X8W9NOPJkIljvMFLlpOuE,https://api.spotify.com/v1/tracks/2X8W9NOPJkIljvMFLlpOuE,https://api.spotify.com/v1/audio-analysis/2X8W9NOPJkIljvMFLlpOuE,301070,4,Biz Nereye?,Aacayipsin,1994,06EBiLh3V0q2dOUdXnic7e
155,0.762,0.573,9,-14.317,0,0.0475,0.0171,0.000111,0.0646,0.756,122.028,audio_features,3bXtzf7GxPZCHxbXrgT5Qz,spotify:track:3bXtzf7GxPZCHxbXrgT5Qz,https://api.spotify.com/v1/tracks/3bXtzf7GxPZCHxbXrgT5Qz,https://api.spotify.com/v1/audio-analysis/3bXtzf7GxPZCHxbXrgT5Qz,252160,4,Kıl Oldum,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
156,0.653,0.626,1,-14.11,0,0.0324,0.00551,0.00188,0.109,0.496,107.024,audio_features,4sQeKxEHdBDe1AOPJ25gyd,spotify:track:4sQeKxEHdBDe1AOPJ25gyd,https://api.spotify.com/v1/tracks/4sQeKxEHdBDe1AOPJ25gyd,https://api.spotify.com/v1/audio-analysis/4sQeKxEHdBDe1AOPJ25gyd,263307,4,Kimdi?,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
157,0.45,0.399,9,-12.515,0,0.0404,0.212,0.0,0.114,0.496,171.756,audio_features,472AROAKru40bPRS7Bif4c,spotify:track:472AROAKru40bPRS7Bif4c,https://api.spotify.com/v1/tracks/472AROAKru40bPRS7Bif4c,https://api.spotify.com/v1/audio-analysis/472AROAKru40bPRS7Bif4c,254533,4,Söz Verdim,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
158,0.629,0.678,2,-12.335,1,0.0497,0.00654,0.000282,0.091,0.694,118.916,audio_features,4zGaCrwxiRRkbSy0uWdidd,spotify:track:4zGaCrwxiRRkbSy0uWdidd,https://api.spotify.com/v1/tracks/4zGaCrwxiRRkbSy0uWdidd,https://api.spotify.com/v1/audio-analysis/4zGaCrwxiRRkbSy0uWdidd,226800,4,Gelipte Halimi Gördün Mü?,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
159,0.308,0.292,6,-12.919,0,0.0326,0.333,0.0,0.12,0.303,92.443,audio_features,5KLVFCdUKVlYAEUXUOnUaE,spotify:track:5KLVFCdUKVlYAEUXUOnUaE,https://api.spotify.com/v1/tracks/5KLVFCdUKVlYAEUXUOnUaE,https://api.spotify.com/v1/audio-analysis/5KLVFCdUKVlYAEUXUOnUaE,204600,4,Sarıl Bana,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
160,0.541,0.566,7,-10.912,1,0.0359,0.135,0.0,0.26,0.789,202.028,audio_features,6DW4YsC3QtsQblsrQySa5S,spotify:track:6DW4YsC3QtsQblsrQySa5S,https://api.spotify.com/v1/tracks/6DW4YsC3QtsQblsrQySa5S,https://api.spotify.com/v1/audio-analysis/6DW4YsC3QtsQblsrQySa5S,164560,4,Oldu Canım Ara Beni,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
161,0.632,0.202,5,-13.918,1,0.0303,0.745,0.000284,0.0844,0.306,137.956,audio_features,1wwWRYPGIK5Hv0TfgQ2341,spotify:track:1wwWRYPGIK5Hv0TfgQ2341,https://api.spotify.com/v1/tracks/1wwWRYPGIK5Hv0TfgQ2341,https://api.spotify.com/v1/audio-analysis/1wwWRYPGIK5Hv0TfgQ2341,269107,4,Vazgeçemem,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
162,0.744,0.586,2,-14.532,1,0.0449,0.0329,0.000644,0.0731,0.69,110.014,audio_features,1IQCtTIv8U3kFvUNI2vlQC,spotify:track:1IQCtTIv8U3kFvUNI2vlQC,https://api.spotify.com/v1/tracks/1IQCtTIv8U3kFvUNI2vlQC,https://api.spotify.com/v1/audio-analysis/1IQCtTIv8U3kFvUNI2vlQC,284360,4,Çok Ararsın Beni,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
163,0.416,0.561,11,-12.296,0,0.0362,0.0797,0.0,0.0832,0.48,168.127,audio_features,2B5oTvsDbASbjbcMMdvqQT,spotify:track:2B5oTvsDbASbjbcMMdvqQT,https://api.spotify.com/v1/tracks/2B5oTvsDbASbjbcMMdvqQT,https://api.spotify.com/v1/audio-analysis/2B5oTvsDbASbjbcMMdvqQT,305307,4,Selam Ver,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
164,0.679,0.747,2,-11.121,1,0.0394,0.0157,5.2e-06,0.102,0.877,117.982,audio_features,0YufYoSnjoCaDdJ7wtVgWo,spotify:track:0YufYoSnjoCaDdJ7wtVgWo,https://api.spotify.com/v1/tracks/0YufYoSnjoCaDdJ7wtVgWo,https://api.spotify.com/v1/audio-analysis/0YufYoSnjoCaDdJ7wtVgWo,188560,4,Yetti Artık,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
165,0.406,0.197,10,-17.509,0,0.0315,0.396,0.35,0.19,0.105,143.923,audio_features,70QxVBD8KvB2qCZGlfPtLE,spotify:track:70QxVBD8KvB2qCZGlfPtLE,https://api.spotify.com/v1/tracks/70QxVBD8KvB2qCZGlfPtLE,https://api.spotify.com/v1/audio-analysis/70QxVBD8KvB2qCZGlfPtLE,315707,4,Yine Sensiz,Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
166,0.606,0.793,4,-12.711,0,0.0524,0.0368,0.739,0.197,0.207,135.977,audio_features,2kjH1sNLwdcAZWIKqzYEh4,spotify:track:2kjH1sNLwdcAZWIKqzYEh4,https://api.spotify.com/v1/tracks/2kjH1sNLwdcAZWIKqzYEh4,https://api.spotify.com/v1/audio-analysis/2kjH1sNLwdcAZWIKqzYEh4,359267,4,Kıl Oldum*(Mix),Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
167,0.495,0.691,11,-12.357,0,0.0371,0.00341,0.0129,0.0891,0.116,95.997,audio_features,3Pe3kgEcTK5YWq77GgPV69,spotify:track:3Pe3kgEcTK5YWq77GgPV69,https://api.spotify.com/v1/tracks/3Pe3kgEcTK5YWq77GgPV69,https://api.spotify.com/v1/audio-analysis/3Pe3kgEcTK5YWq77GgPV69,413533,4,Kimdi*(Mix),Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
168,0.605,0.703,2,-11.541,1,0.0625,0.0254,0.00107,0.222,0.364,121.079,audio_features,5p5Ei2hBSl8BdOGwSNSUit,spotify:track:5p5Ei2hBSl8BdOGwSNSUit,https://api.spotify.com/v1/tracks/5p5Ei2hBSl8BdOGwSNSUit,https://api.spotify.com/v1/audio-analysis/5p5Ei2hBSl8BdOGwSNSUit,356227,4,Çok Ararsın Beni*(Mix),Yine Sensiz,1993-06-21,0YOydqfSNpVbmqFudMDm73
